OBJECTID,NRI ID,State,State FIPS,County,County Type,County FIPS,Tract FIPS,GEOID20,Shape__Area,Shape__Length,CDRZ Designation Date,namelsad
1479,T72147950500,Puerto Rico,72,Vieques,Municipio,147,950500,72147950500,75278368.29,58008.2611,02-Aug-24,Puerto Rico
1480,T72147950600,Puerto Rico,72,Vieques,Municipio,147,950600,72147950600,74009644.13,94121.37058,02-Aug-24,Puerto Rico
1481,T78010970200,USVI,78,St. Croix,Island,010,970200,78010970200,6792034.772,16197.31935,02-Aug-24,USVI
1482,T78010970300,USVI,78,St. Croix,Island,010,970300,78010970300,5739876.108,13554.42313,02-Aug-24,USVI
1483,T78010971100,USVI,78,St. Croix,Island,010,971100,78010971100,11357462.72,20452.35179,02-Aug-24,USVI
1484,T78010971400,USVI,78,St. Croix,Island,010,971400,78010971400,26431669.05,42176.10764,02-Aug-24,USVI
1485,,,,,,,,0010T00100,2320279319,663146.0257,02-Aug-24,Acoma Pueblo
1486,,,,,,,,40021978302,410900467.2,93929.3809,02-Aug-24,Cherokee OTSA
1487,,,,,,,,51036600200,180269470.9,81119.15229,02-Aug-24,Chickahominy TDSA
1488,,,,,,,,40143006703,15586791.21,22685.65562,02-Aug-24,Creek Nation
1489,,,,,,,,40143007650,3606095.813,8754.6297,02-Aug-24,Creek Nation
1490,,,,,,,,40111000200,30303777.36,30480.55298,02-Aug-24,Creek Nation
1491,,,,,,,,40111000100,15812663.17,15957.11726,02-Aug-24,Creek Nation
1492,,,,,,,,2360T00100,205420836,200192.646,02-Aug-24,Morongo Reservation
1493,,,,,,,,2595T00200,641159404.5,154580.3515,02-Aug-24,Osage Reservation
1494,,,,,,,,2595T00900,1255285046,218146.2185,02-Aug-24,Osage Reservation
1495,,,,,,,,40103956600,1184664332,203877.3076,02-Aug-24,Otoe-Missouria OTSA
1496,,,,,,,,51101950200,444186952.1,150547.1236,02-Aug-24,Pamunkey
1497,,,,,,,,2810T00400,2145754618,232359.7662,02-Aug-24,Pine Ridge Reservation
1498,,,,,,,,3320T00100,108596821.4,54868.45519,02-Aug-24,St. Regis Mohawk Reservation
1499,,,,,,,,3970T00200,9022649904,794520.1989,02-Aug-24,Standing Rock Reservation
1500,,,,,,,,4315T00100,4311172.273,17835.37585,02-Aug-24,Tunica-Biloxi Reservation
1501,,,,,,,,40015161602,868689211.6,206099.1369,02-Aug-24,Caddo Nation
1502,,,,,,,,40015162102,72030295.29,41524.42756,02-Aug-24,Caddo Nation
1503,,,,,,,,40015162000,1111045956,254810.6988,02-Aug-24,Caddo Nation
1504,,,,,,,,40015162101,76380308.4,42714.70959,02-Aug-24,Wichita and Affiliated Tribes
1505,,,,,,,,40015161601,168144524.6,69440.53911,02-Aug-24,Wichita and Affiliated Tribes
1506,,,,,,,,40015161700,594187241.8,117345.3141,02-Aug-24,Wichita and Affiliated Tribes
1507,,,,,,,,02050000200,2490793342,323648.4686,02-Aug-24,Orutsararmiut Traditional Native Council
1508,,,,,,,,22003950502,250726156.2,95259.54813,02-Aug-24,Coushatta Reservation
1509,,,,,,,,4610T00200,7894857.539,14147.70257,20-Nov-24,Northern Arapaho
1510,,,,,,,,4610T00100,1278444918,169439.7834,20-Nov-24,Northern Arapaho
1511,,,,,,,,4610T00300,1095779964,175675.1485,20-Nov-24,Eastern Shoshone
1512,,,,,,,,4610T00500,4926860078,337295.0208,20-Nov-24,Eastern Shoshone
1513,T02240000100,Alaska,02,Southeast Fairbanks,,,,02240000100,2.42647E+11,3703283.714,10-Jan-25,Northway Village
1514,T06003010000,California,06,Alpine,,,,06003010000,3156006665,275565.457,10-Jan-25,Woodfords Community
1515,T32005002400,Nevada,32,Douglas,,,,32005002400,611765501.7,197448.3951,10-Jan-25,Dresslerville Community
1516,T32510000300,Nevada,32,Carson City,,,,32510000300,194499615.3,70928.76397,10-Jan-25,Carson Colony
1517,T51101950102,Virginia,51,King William,,,,51101950102,314653008,131151.4349,10-Jan-25,Upper Mattaponi Tribe
1518,,Nevada,32,,,,,3980T00100,19027113.34,60195.73925,10-Jan-25,Stewart Community
1519,,Nebraska,31,,,,,3565T00100,886034221.6,121088.6612,10-Jan-25,Santee Reservation
1520,,South Dakota,46,,,,,1860T00100,2424619179,301575.9794,10-Jan-25,Sisseton Wahpeton Oyate
1521,,"Nevada, California",32,,,,,4560T00100,624931626,667712.3096,10-Jan-25,Washoe Ranches
1522,,South Dakota,46,,,,,4700T00200,1784605826,196918.3754,10-Jan-25,Yankton Sioux Tribe
1524,,New Mexico,35,,,,,3585T00100,416750175.2,107998.873,10-Jan-25,Santo Domingo Pueblo
1525,T40001376700,Oklahoma,40,Adair,County,,,40001376700,555736345.4,119418.5157,10-Jan-25,Cherokee OTSA
1526,T40001376800,Oklahoma,40,Adair,County,,,40001376800,731461061.5,144735.1273,10-Jan-25,Cherokee OTSA
1527,T40001376900,Oklahoma,40,Adair,County,,,40001376900,61053841.88,39717.85704,10-Jan-25,Cherokee OTSA
1528,T40001377000,Oklahoma,40,Adair,County,,,40001377000,613756630.5,127506.887,10-Jan-25,Cherokee OTSA
1529,T40011958700,Oklahoma,40,Blaine,County,,,40011958700,553596826,108693.2247,10-Jan-25,Cheyenne and Arapaho
1530,T40011958900,Oklahoma,40,Blaine,County,,,40011958900,105273313.9,50838.52898,10-Jan-25,Cheyenne and Arapaho
1531,T40011959000,Oklahoma,40,Blaine,County,,,40011959000,827339241.9,124097.8525,10-Jan-25,Cheyenne and Arapaho
1532,T40017300100,Oklahoma,40,Canadian,County,,,40017300100,1093584669,161298.093,10-Jan-25,Cheyenne and Arapaho
1533,T40017300202,Oklahoma,40,Canadian,County,,,40017300202,696336058.7,141014.4872,10-Jan-25,Cheyenne and Arapaho
1534,T40017300702,Oklahoma,40,Canadian,County,,,40017300702,605017267.8,125467.3032,10-Jan-25,Cheyenne and Arapaho
1535,T40021977600,Oklahoma,40,Cherokee,County,,,40021977600,715222302.6,135207.1146,10-Jan-25,Cherokee OTSA
1536,T40021977702,Oklahoma,40,Cherokee,County,,,40021977702,350092352.7,102571.8559,10-Jan-25,Cherokee OTSA
1537,T40021977801,Oklahoma,40,Cherokee,County,,,40021977801,92959459.77,60514.5145,10-Jan-25,Cherokee OTSA
1538,T40021977802,Oklahoma,40,Cherokee,County,,,40021977802,123474157.7,77642.30237,10-Jan-25,Cherokee OTSA
1539,T40021977901,Oklahoma,40,Cherokee,County,,,40021977901,67168229.18,48724.21525,10-Jan-25,Cherokee OTSA
1540,T40021977902,Oklahoma,40,Cherokee,County,,,40021977902,18007220.68,18491.20165,10-Jan-25,Cherokee OTSA
1541,T40021978000,Oklahoma,40,Cherokee,County,,,40021978000,13634132.58,18897.48624,10-Jan-25,Cherokee OTSA
1542,T40021978100,Oklahoma,40,Cherokee,County,,,40021978100,23020663.46,24086.64067,10-Jan-25,Cherokee OTSA
1543,T40021978201,Oklahoma,40,Cherokee,County,,,40021978201,402258753.4,138221.0824,10-Jan-25,Cherokee OTSA
1544,T40021978301,Oklahoma,40,Cherokee,County,,,40021978301,163834288.3,85152.30949,10-Jan-25,Cherokee OTSA
1545,T40035373300,Oklahoma,40,Craig,County,,,40035373300,51557064.46,42277.10872,10-Jan-25,Cherokee OTSA
1546,T40035373400,Oklahoma,40,Craig,County,,,40035373400,62909990.48,52206.28688,10-Jan-25,Cherokee OTSA
1547,T40039950800,Oklahoma,40,Custer,County,,,40039950800,182443720.4,54817.44955,10-Jan-25,Cheyenne and Arapaho
1548,T40039961000,Oklahoma,40,Custer,County,,,40039961000,2433826827,273014.6717,10-Jan-25,Cheyenne and Arapaho
1549,T40041375806,Oklahoma,40,Delaware,County,,,40041375806,35023492.62,32676.43779,10-Jan-25,Cherokee OTSA
1550,T40041376000,Oklahoma,40,Delaware,County,,,40041376000,562869530.4,126088.3219,10-Jan-25,Cherokee OTSA
1551,T40041376100,Oklahoma,40,Delaware,County,,,40041376100,744219116.7,128289.569,10-Jan-25,Cherokee OTSA
1552,T40041976200,Oklahoma,40,Delaware,County,,,40041976200,503092701.5,126435.0998,10-Jan-25,Cherokee OTSA
1553,T40043959100,Oklahoma,40,Dewey,County,,,40043959100,1363889310,182987.7293,10-Jan-25,Cheyenne and Arapaho
1554,T40073958300,Oklahoma,40,Kingfisher,County,,,40073958300,130032994,48248.76941,10-Jan-25,Cheyenne and Arapaho
1555,T40097040300,Oklahoma,40,Mayes,County,,,40097040300,299930263.2,128553.4157,10-Jan-25,Cherokee OTSA
1556,T40097040600,Oklahoma,40,Mayes,County,,,40097040600,263479630.6,75069.20019,10-Jan-25,Cherokee OTSA
1557,T40101001301,Oklahoma,40,Muskogee,County,,,40101001301,53158166.89,45250.40343,10-Jan-25,Cherokee OTSA
1558,T40101001401,Oklahoma,40,Muskogee,County,,,40101001401,47774859.2,32111.90389,10-Jan-25,Cherokee OTSA
1559,T40101001501,Oklahoma,40,Muskogee,County,,,40101001501,473617952.5,132034.8415,10-Jan-25,Cherokee OTSA
1560,T40105172100,Oklahoma,40,Nowata,County,,,40105172100,428661969.3,144411.2035,10-Jan-25,Cherokee OTSA
1561,T40105172400,Oklahoma,40,Nowata,County,,,40105172400,147473755.5,67535.84735,10-Jan-25,Cherokee OTSA
1562,T40115574100,Oklahoma,40,Ottawa,County,,,40115574100,553837643.9,133933.8779,10-Jan-25,Quapaw
1563,T40131050104,Oklahoma,40,Rogers,County,,,40131050104,3019382.336,8452.290803,10-Jan-25,Cherokee OTSA
1564,T40131050105,Oklahoma,40,Rogers,County,,,40131050105,32065648.59,25663.21314,10-Jan-25,Cherokee OTSA
1565,T40131050202,Oklahoma,40,Rogers,County,,,40131050202,3564819.461,7913.427577,10-Jan-25,Cherokee OTSA
1566,T40131050407,Oklahoma,40,Rogers,County,,,40131050407,56194817.22,30570.23279,10-Jan-25,Cherokee OTSA
1567,T40131050408,Oklahoma,40,Rogers,County,,,40131050408,39316669.31,29055.18143,10-Jan-25,Cherokee OTSA
1568,T40131050604,Oklahoma,40,Rogers,County,,,40131050604,196163276,70204.40842,10-Jan-25,Cherokee OTSA
1569,T40135030101,Oklahoma,40,Sequoyah,County,,,40135030101,589579533.5,125353.8639,10-Jan-25,Cherokee OTSA
1570,T40135030105,Oklahoma,40,Sequoyah,County,,,40135030105,510426716.3,115322.1061,10-Jan-25,Cherokee OTSA
1571,T40135030106,Oklahoma,40,Sequoyah,County,,,40135030106,23191795.43,25897.49763,10-Jan-25,Cherokee OTSA
1572,T40135030301,Oklahoma,40,Sequoyah,County,,,40135030301,23488662.57,23957.40816,10-Jan-25,Cherokee OTSA
1573,T40135030303,Oklahoma,40,Sequoyah,County,,,40135030303,6175221.945,10585.79612,10-Jan-25,Cherokee OTSA
1574,T40143005403,Oklahoma,40,Tulsa,County,,,40143005403,14033489.93,14716.2379,10-Jan-25,Cherokee OTSA
1575,T40147000602,Oklahoma,40,Washington,County,,,40147000602,16053305.22,16013.54798,10-Jan-25,Cherokee OTSA
1576,T40147001300,Oklahoma,40,Washington,County,,,40147001300,690327568.8,114746.3284,10-Jan-25,Cherokee OTSA
1577,T40153953200,Oklahoma,40,Woodward,County,,,40153953200,2643547148,343854.8894,10-Jan-25,Cheyenne and Arapaho
1578,,New Mexico,35,,,,,4140T00100,626662190.5,194773.106,10-Jan-25,Taos Pueblo
